geography code,Household composition: Total; measures: Value,Household composition: One person household; measures: Value,Household composition: One person household: Aged 66 years and over; measures: Value,Household composition: One person household: Other; measures: Value,Household composition: Single family household; measures: Value,Household composition: Single family household: All aged 66 years and over; measures: Value,Household composition: Single family household: Married or civil partnership couple; measures: Value,Household composition: Single family household: Married or civil partnership couple: No children; measures: Value,Household composition: Single family household: Married or civil partnership couple: Dependent children; measures: Value,Household composition: Single family household: Married or civil partnership couple: All children non-dependent; measures: Value,Household composition: Single family household: Cohabiting couple family; measures: Value,Household composition: Single family household: Cohabiting couple family: No children; measures: Value,Household composition: Single family household: Cohabiting couple family: With dependent children; measures: Value,Household composition: Single family household: Cohabiting couple family: All children non-dependent; measures: Value,Household composition: Single family household: Lone parent family; measures: Value,Household composition: Single family household: Lone parent family: With dependent children; measures: Value,Household composition: Single family household: Lone parent family: All children non-dependent; measures: Value,Household composition: Single family household: Other single family household; measures: Value,Household composition: Single family household: Other single family household: Other family composition; measures: Value,Household composition: Other household types; measures: Value,Household composition: Other household types: With dependent children; measures: Value,"Household composition: Other household types: Other, including all full-time students and all aged 66 years and over; measures: Value",Population Density: Persons per square kilometre; measures: Value,Multiple ethnic groups in household: Total: All households,Multiple ethnic groups in household: One-person household,Multiple ethnic groups in household: All household members have the same ethnic group,Multiple ethnic groups in household: Ethnic groups differ between generations but not within partnerships,Multiple ethnic groups in household: Ethnic groups differ within partnerships,Multiple ethnic groups in household: Any other combination of multiple ethnic identities,ethnic groups,Proficiency in English language: Total: All usual residents aged 3 years and over,Proficiency in English language: Main language is English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English very well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English,language_fluency,General health: Total: All usual residents,General health: Very good health,General health: Good health,General health: Fair health,General health: Bad health,General health: Very bad health,health,Occupancy rating for bedrooms: Total: All households,Occupancy rating for bedrooms: Occupancy rating of bedrooms: +2 or more,Occupancy rating for bedrooms: Occupancy rating of bedrooms: +1,Occupancy rating for bedrooms: Occupancy rating of bedrooms: 0,Occupancy rating for bedrooms: Occupancy rating of bedrooms: -1,Occupancy rating for bedrooms: Occupancy rating of bedrooms: -2 or less,Occupancy_rating_for_bedrooms,Highest level of qualification: Total: All usual residents aged 16 years and over,Highest level of qualification: No qualifications,Highest level of qualification: Level 1 and entry level qualifications,Highest level of qualification: Level 2 qualifications,Highest level of qualification: Apprenticeship,Highest level of qualification: Level 3 qualifications,Highest level of qualification: Level 4 qualifications and above,Highest level of qualification: Other qualifications,education,Local authority name,Year ending Dec 2022,Name,Geography,Mid-2022,Mid-2011
E06000035,111459.0,30462.0,13132.0,17330.0,73294.0,9113.0,35051.0,10985.0,16923.0,7143.0,14489.0,6699.0,6655.0,1135.0,13930.0,8657.0,5273.0,711.0,711.0,7703.0,3721.0,3982.0,1444.2,111458.0,30462.0,70142.0,2178.0,6049.0,2627.0,0.097381973,269651.0,252098.0,17553.0,8060.0,6392.0,2704.0,397.0,0.98849995,279775.0,132845.0,96739.0,35907.0,11171.0,3113.0,0.948944688,111458.0,36909.0,37583.0,31917.0,4401.0,648.0,0.668341438,222758.0,43158.0,26898.0,35426.0,13625.0,40009.0,57001.0,6641.0,0.806256117,Medway,"305,000",Medway,Unitary Authority,"282,702","264,885"
E06000036,50244.0,13462.0,5195.0,8267.0,33651.0,3877.0,18084.0,5814.0,9251.0,3019.0,6482.0,3713.0,2440.0,329.0,4932.0,3062.0,1870.0,276.0,276.0,3131.0,1258.0,1873.0,1139.2,50248.0,13465.0,30463.0,955.0,4170.0,1195.0,0.12577615,120401.0,111127.0,9274.0,5053.0,3091.0,924.0,206.0,0.990614696,124610.0,65829.0,42515.0,12273.0,3147.0,846.0,0.967956023,50248.0,19108.0,16121.0,13444.0,1396.0,179.0,0.701102531,99933.0,13183.0,10581.0,14929.0,5171.0,17874.0,35578.0,2617.0,0.868081615,Bracknell Forest,"415,000",Bracknell Forest,Unitary Authority,"126,881","113,696"
E06000037,66658.0,18008.0,8321.0,9687.0,45249.0,7183.0,24582.0,8439.0,11836.0,4307.0,7436.0,4261.0,2804.0,371.0,5720.0,3498.0,2222.0,328.0,328.0,3401.0,1232.0,2169.0,229.3,66658.0,18008.0,42021.0,836.0,4695.0,1098.0,0.099447928,156687.0,149182.0,7505.0,4191.0,2378.0,793.0,143.0,0.994026307,161449.0,82413.0,55946.0,17685.0,4319.0,1086.0,0.966521936,66657.0,29214.0,20966.0,14946.0,1371.0,160.0,0.752809157,130736.0,18484.0,12985.0,18954.0,6788.0,22048.0,48376.0,3101.0,0.858615836,West Berkshire,"396,500",West Berkshire,Unitary Authority,"162,215","154,148"
E06000038,67683.0,19262.0,6230.0,13032.0,40381.0,3643.0,20242.0,6024.0,11045.0,3173.0,8297.0,5371.0,2501.0,425.0,7361.0,4624.0,2737.0,838.0,838.0,8040.0,2570.0,5470.0,4312.6,67683.0,19262.0,35849.0,2206.0,6372.0,3994.0,0.185748268,168171.0,136436.0,31735.0,15464.0,11135.0,4167.0,969.0,0.969459657,174224.0,89196.0,60019.0,18627.0,5018.0,1364.0,0.963368996,67683.0,18411.0,20473.0,24025.0,3951.0,823.0,0.574501721,141362.0,22361.0,12932.0,15070.0,5853.0,23734.0,57149.0,4263.0,0.841817462,Reading,"342,000",Reading,Unitary Authority,"174,820","155,339"
E06000039,52421.0,11948.0,3838.0,8110.0,33308.0,1819.0,19807.0,3775.0,12606.0,3426.0,3885.0,1752.0,1823.0,310.0,7156.0,4429.0,2727.0,641.0,641.0,7165.0,4298.0,2867.0,4871.5,52423.0,11948.0,31609.0,2033.0,4023.0,2810.0,0.169124239,151654.0,110212.0,41442.0,17754.0,15836.0,6733.0,1119.0,0.948224247,158500.0,81941.0,53816.0,16804.0,4625.0,1314.0,0.962529968,52423.0,9557.0,13307.0,21272.0,6570.0,1717.0,0.43614444,118934.0,23966.0,12764.0,14336.0,5004.0,16181.0,41423.0,5260.0,0.798493282,Slough,"360,000",Slough,Unitary Authority,"159,182","140,713"
E06000040,60933.0,16715.0,7610.0,9105.0,40088.0,5821.0,22591.0,6670.0,12012.0,3909.0,5963.0,3552.0,2034.0,377.0,5345.0,3057.0,2288.0,368.0,368.0,4130.0,1723.0,2407.0,781.1,60931.0,16715.0,34638.0,1240.0,6552.0,1786.0,0.157194203,148868.0,135982.0,12886.0,7778.0,3619.0,1303.0,186.0,0.98999785,153496.0,85594.0,48793.0,14471.0,3636.0,1002.0,0.969784229,60932.0,25549.0,18880.0,14431.0,1718.0,354.0,0.729157093,123675.0,15552.0,10077.0,15918.0,5060.0,18341.0,55603.0,3124.0,0.874251061,Windsor and Maidenhead,"520,000",Windsor and Maidenhead,Unitary Authority,"154,738","145,098"
E06000041,69164.0,16265.0,7644.0,8621.0,49188.0,7081.0,28973.0,8144.0,16326.0,4503.0,7246.0,4320.0,2543.0,383.0,5551.0,3385.0,2166.0,337.0,337.0,3711.0,1549.0,2162.0,991.7,69164.0,16265.0,44297.0,1164.0,5973.0,1465.0,0.12437106,171953.0,158226.0,13727.0,8715.0,3572.0,1194.0,246.0,0.991625619,177500.0,97553.0,58866.0,16372.0,3676.0,1033.0,0.973470423,69164.0,33715.0,21030.0,13047.0,1230.0,142.0,0.791524493,140821.0,14671.0,11396.0,17773.0,5746.0,22992.0,65047.0,3196.0,0.895818095,Wokingham,"485,000",Wokingham,Unitary Authority,"180,967","154,943"
E06000042,113102.0,29795.0,10980.0,18815.0,74485.0,7842.0,38321.0,11704.0,20448.0,6169.0,13250.0,7059.0,5382.0,809.0,14109.0,9519.0,4590.0,963.0,963.0,8822.0,4026.0,4796.0,930.1,113102.0,29795.0,67310.0,3207.0,8887.0,3903.0,0.141438701,276869.0,241997.0,34872.0,17378.0,12745.0,4158.0,591.0,0.982847484,287060.0,146636.0,96796.0,31721.0,9239.0,2668.0,0.958520867,113102.0,40160.0,35242.0,31582.0,5235.0,883.0,0.666672561,224831.0,35577.0,24422.0,32011.0,10477.0,35371.0,80545.0,6428.0,0.841761145,Milton Keynes,"360,000",Milton Keynes,Unitary Authority,"292,180","249,895"
E06000043,121401.0,42101.0,13875.0,28226.0,65648.0,6247.0,29009.0,10309.0,14204.0,4496.0,17509.0,11692.0,5088.0,729.0,11637.0,7229.0,4408.0,1246.0,1246.0,13652.0,2166.0,11486.0,3345.3,121402.0,42101.0,57526.0,2484.0,12206.0,7085.0,0.179362778,270191.0,245614.0,24577.0,13957.0,7502.0,2732.0,386.0,0.988460015,277103.0,139078.0,91878.0,32118.0,10757.0,3272.0,0.949372616,121402.0,29532.0,37088.0,49366.0,4910.0,506.0,0.548755375,235367.0,29215.0,16545.0,25067.0,8052.0,46359.0,104790.0,5339.0,0.875874698,Brighton and Hove,"425,000",Brighton and Hove,Unitary Authority,"277,965","272,952"
E06000044,86155.0,27607.0,10673.0,16934.0,50067.0,5437.0,22594.0,7893.0,10731.0,3970.0,11115.0,6218.0,4241.0,656.0,10030.0,6513.0,3517.0,891.0,891.0,8481.0,2221.0,6260.0,5149.8,86155.0,27607.0,49560.0,1345.0,4357.0,3286.0,0.104323603,201275.0,182731.0,18544.0,8806.0,6639.0,2694.0,405.0,0.984603155,208003.0,98505.0,72447.0,26740.0,8000.0,2311.0,0.9504286,86155.0,24041.0,28969.0,29378.0,3348.0,419.0,0.615286402,170821.0,29766.0,16434.0,22404.0,9093.0,37296.0,51190.0,4638.0,0.82574742,Portsmouth,"259,000",Portsmouth,Unitary Authority,"208,420","205,433"
E06000045,102291.0,33711.0,11453.0,22258.0,58597.0,6180.0,26737.0,9179.0,13259.0,4299.0,13337.0,8068.0,4604.0,665.0,11270.0,7366.0,3904.0,1073.0,1073.0,9983.0,2661.0,7322.0,4990.5,102291.0,33711.0,55531.0,2109.0,6382.0,4558.0,0.12756743,240647.0,203603.0,37044.0,16807.0,14078.0,5398.0,761.0,0.974406496,248922.0,118703.0,87353.0,30497.0,9536.0,2833.0,0.950309736,102291.0,24485.0,32346.0,39508.0,5204.0,748.0,0.555581625,204368.0,35381.0,19470.0,25671.0,11096.0,41992.0,64663.0,6095.0,0.826876028,Southampton,"255,000",Southampton,Unitary Authority,"252,689","235,870"
E06000046,64778.0,22484.0,11669.0,10815.0,39086.0,8925.0,17032.0,7790.0,6012.0,3230.0,6702.0,3543.0,2703.0,456.0,6227.0,3893.0,2334.0,200.0,200.0,3208.0,1240.0,1968.0,370.0,64774.0,22484.0,39025.0,466.0,2206.0,593.0,0.050406027,137289.0,134738.0,2551.0,1388.0,787.0,306.0,70.0,0.997261252,140459.0,56014.0,51903.0,23077.0,7386.0,2079.0,0.932613788,64775.0,23365.0,24246.0,15809.0,1246.0,109.0,0.735021227,119586.0,22064.0,13355.0,17501.0,8926.0,21444.0,32783.0,3513.0,0.815496797,Isle of Wight,"265,000",Isle of Wight,Unitary Authority,"140,794","138,392"
E06000047,234761.0,79529.0,34150.0,45379.0,146599.0,23721.0,66560.0,27844.0,25415.0,13301.0,27230.0,13657.0,11701.0,1872.0,27992.0,18904.0,9088.0,1096.0,1096.0,8633.0,3168.0,5465.0,234.5,234761.0,79529.0,147551.0,1074.0,4565.0,2042.0,0.032718382,507667.0,498104.0,9563.0,4760.0,3296.0,1243.0,264.0,0.997031519,522068.0,224293.0,176980.0,81624.0,30167.0,9004.0,0.924969544,234761.0,87764.0,96974.0,46407.0,3282.0,334.0,0.786919463,433958.0,90804.0,41359.0,61724.0,27061.0,86414.0,116019.0,10577.0,0.790753944,County Durham,"133,800",County Durham,Unitary Authority,"528,127","512,994"
E06000049,174857.0,53137.0,24817.0,28320.0,115112.0,20739.0,57228.0,21429.0,25816.0,9983.0,20642.0,11492.0,8079.0,1071.0,15655.0,9708.0,5947.0,848.0,848.0,6608.0,2553.0,4055.0,341.9,174856.0,53136.0,110638.0,1471.0,7860.0,1751.0,0.063377865,387330.0,370917.0,16413.0,7066.0,6143.0,2748.0,456.0,0.991727984,398769.0,198755.0,132827.0,48431.0,14513.0,4243.0,0.952965251,174856.0,80972.0,59190.0,32021.0,2319.0,354.0,0.801585304,329473.0,49524.0,28571.0,45115.0,19394.0,55373.0,123785.0,7711.0,0.849687228,Cheshire East,"282,250",Cheshire East,Unitary Authority,"406,527","370,736"
E06000050,155156.0,46889.0,21284.0,25605.0,101371.0,16807.0,49139.0,18200.0,21615.0,9324.0,18970.0,10308.0,7489.0,1173.0,15643.0,9590.0,6053.0,812.0,812.0,6896.0,2324.0,4572.0,388.2,155154.0,46887.0,98927.0,1233.0,6449.0,1658.0,0.060198255,346930.0,335329.0,11601.0,5802.0,3847.0,1664.0,288.0,0.994373505,357150.0,174349.0,118810.0,45293.0,14499.0,4199.0,0.947646647,155155.0,69473.0,53317.0,29768.0,2294.0,303.0,0.791402146,295358.0,46771.0,27467.0,40467.0,15914.0,52461.0,105387.0,6891.0,0.841646409,Cheshire West and Chester,"250,000",Cheshire West and Chester,Unitary Authority,"361,694","329,526"
E06000051,139576.0,41428.0,21475.0,19953.0,91505.0,18946.0,44065.0,18297.0,17242.0,8526.0,16266.0,8844.0,6302.0,1120.0,11675.0,6880.0,4795.0,553.0,553.0,6643.0,2845.0,3798.0,101.2,139579.0,41428.0,91370.0,839.0,4633.0,1309.0,0.048581807,315321.0,307064.0,8257.0,3582.0,2938.0,1425.0,312.0,0.994491328,323606.0,150899.0,112330.0,43932.0,12796.0,3649.0,0.94918203,139579.0,64362.0,47155.0,25599.0,2053.0,410.0,0.798952564,272246.0,45573.0,26154.0,40900.0,16564.0,47417.0,88502.0,7136.0,0.832603601,Shropshire,"270,000",Shropshire,Unitary Authority,"327,178","307,108"
E06000052,250534.0,76862.0,39567.0,37295.0,158979.0,31464.0,73914.0,31653.0,29102.0,13159.0,29226.0,15581.0,11940.0,1705.0,23276.0,14263.0,9013.0,1099.0,1099.0,14693.0,4938.0,9755.0,160.9,250535.0,76862.0,158738.0,1942.0,9610.0,3383.0,0.059612429,555571.0,545343.0,10228.0,5384.0,3256.0,1327.0,261.0,0.997141679,570305.0,260855.0,191185.0,82985.0,26972.0,8308.0,0.938138365,250535.0,99048.0,88767.0,57552.0,4615.0,553.0,0.749655737,477425.0,77919.0,47676.0,72367.0,31455.0,89955.0,145890.0,12163.0,0.836793214,Cornwall,"295,000",Cornwall,Unitary Authority,"575,413","533,760"
E06000053,942.0,307.0,162.0,145.0,563.0,132.0,275.0,147.0,110.0,18.0,101.0,77.0,21.0,3.0,53.0,32.0,21.0,2.0,2.0,72.0,20.0,52.0,125.9,942.0,307.0,582.0,5.0,34.0,14.0,0.05626327,1986.0,1940.0,46.0,27.0,14.0,4.0,1.0,0.997482377,2054.0,1054.0,677.0,240.0,66.0,17.0,0.959591042,942.0,368.0,305.0,256.0,10.0,3.0,0.714437367,1730.0,213.0,119.0,272.0,88.0,341.0,655.0,42.0,0.876878613,Isles of Scilly,"531,000",Isles of Scilly,Unitary Authority,"2,281","2,224"
E06000054,215081.0,60574.0,29804.0,30770.0,144557.0,25704.0,75587.0,28617.0,34340.0,12630.0,23637.0,13168.0,9077.0,1392.0,18794.0,11460.0,7334.0,835.0,835.0,9950.0,3682.0,6268.0,156.8,215080.0,60574.0,139225.0,2016.0,10637.0,2628.0,0.071047982,495550.0,478350.0,17200.0,8454.0,6265.0,2133.0,348.0,0.994993442,510333.0,252803.0,173908.0,62034.0,16995.0,4593.0,0.957698209,215083.0,98103.0,70714.0,42373.0,3488.0,405.0,0.784892344,419114.0,60409.0,42756.0,62668.0,23327.0,76544.0,143201.0,10209.0,0.855864991,Wiltshire,"325,000",Wiltshire,Unitary Authority,"515,885","474,319"
E06000055,74948.0,21448.0,8608.0,12840.0,48493.0,6416.0,24275.0,7533.0,12476.0,4266.0,8741.0,4766.0,3479.0,496.0,8463.0,5279.0,3184.0,598.0,598.0,5007.0,2365.0,2642.0,388.8,74950.0,21448.0,42703.0,2264.0,6260.0,2275.0,0.144082722,178689.0,156968.0,21721.0,8565.0,8347.0,4156.0,653.0,0.973087319,185225.0,90419.0,64772.0,21942.0,6357.0,1735.0,0.956312593,74950.0,29198.0,22401.0,20205.0,2664.0,482.0,0.68844563,148118.0,24813.0,15366.0,19977.0,8263.0,23976.0,51411.0,4312.0,0.832478159,Bedford,"335,000",Bedford,Unitary Authority,"187,466","157,840"
E06000056,120756.0,31172.0,13916.0,17256.0,83756.0,12089.0,43040.0,14526.0,20897.0,7617.0,16101.0,8471.0,6645.0,985.0,11891.0,7306.0,4585.0,635.0,635.0,5828.0,2536.0,3292.0,411.2,120755.0,31171.0,76544.0,2068.0,8851.0,2121.0,0.107987247,283716.0,269941.0,13775.0,6930.0,5066.0,1503.0,276.0,0.993729645,294252.0,148210.0,101486.0,33332.0,8817.0,2407.0,0.961855824,120755.0,51010.0,40247.0,26667.0,2527.0,304.0,0.75572026,236759.0,35598.0,24650.0,34892.0,14069.0,43107.0,78654.0,5789.0,0.849644575,Central Bedfordshire,"375,000",Central Bedfordshire,Unitary Authority,"301,501","255,644"
E06000057,146922.0,48149.0,22951.0,25198.0,94740.0,18716.0,45170.0,19891.0,16759.0,8520.0,15437.0,8041.0,6377.0,1019.0,14850.0,9513.0,5337.0,567.0,567.0,4033.0,1763.0,2270.0,63.9,146922.0,48149.0,94267.0,640.0,3302.0,564.0,0.030669335,312457.0,308943.0,3514.0,1620.0,1134.0,604.0,156.0,0.997567665,320567.0,140289.0,110887.0,49447.0,15644.0,4300.0,0.937785237,146922.0,63679.0,53562.0,27828.0,1726.0,127.0,0.797981242,268846.0,48173.0,26051.0,38873.0,18624.0,47690.0,82653.0,6782.0,0.820815634,Northumberland,"195,000",Northumberland,Unitary Authority,"324,362","316,278"
E06000058,173842.0,56531.0,26581.0,29950.0,103961.0,18113.0,48783.0,17892.0,22724.0,8167.0,19512.0,11692.0,6834.0,986.0,16306.0,9964.0,6342.0,1247.0,1247.0,13350.0,3754.0,9596.0,2469.2,173843.0,56531.0,98404.0,2814.0,10995.0,5099.0,0.108764805,389187.0,356973.0,32214.0,16402.0,11476.0,3777.0,559.0,0.988858826,400196.0,190242.0,136523.0,52466.0,16230.0,4735.0,0.94761317,173842.0,53841.0,60344.0,53700.0,5367.0,590.0,0.656832066,334908.0,53317.0,33102.0,47335.0,20187.0,63771.0,107437.0,9759.0,0.840801056,"Bournemouth, Christchurch and Poole","337,500","Bournemouth, Christchurch and Poole",Unitary Authority,"401,898","379,441"
E06000059,169261.0,51741.0,29714.0,22027.0,109832.0,27077.0,51800.0,22359.0,20023.0,9418.0,16641.0,9235.0,6412.0,994.0,13734.0,8173.0,5561.0,580.0,580.0,7688.0,2721.0,4967.0,152.4,169261.0,51741.0,108152.0,1014.0,6669.0,1685.0,0.055346477,371010.0,364215.0,6795.0,3553.0,2374.0,740.0,128.0,0.99766044,379579.0,170366.0,135867.0,54010.0,15166.0,4170.0,0.949059353,169261.0,74823.0,56974.0,34653.0,2537.0,274.0,0.778661357,321902.0,50834.0,33549.0,48267.0,21943.0,56884.0,101298.0,9127.0,0.842082373,Dorset,"352,500",Dorset,Unitary Authority,"383,274","365,897"
E06000060,220329.0,57889.0,27090.0,30799.0,149363.0,22853.0,82484.0,24980.0,43427.0,14077.0,22824.0,12793.0,8692.0,1339.0,19904.0,11950.0,7954.0,1298.0,1298.0,13077.0,5821.0,7256.0,353.4,220328.0,57889.0,133941.0,4247.0,19153.0,5098.0,0.129343524,535315.0,496435.0,38880.0,19722.0,13084.0,5168.0,906.0,0.98865341,553079.0,293915.0,183564.0,57178.0,14525.0,3897.0,0.966691919,220329.0,95963.0,66748.0,50618.0,5950.0,1050.0,0.738491075,443395.0,60981.0,39427.0,59473.0,21261.0,69811.0,181721.0,10721.0,0.862468003,Buckinghamshire,"450,000",Buckinghamshire,Unitary Authority,"560,409","506,550"
E06000061,148922.0,40715.0,17680.0,23035.0,99038.0,14343.0,47182.0,17220.0,21671.0,8291.0,20219.0,10068.0,8901.0,1250.0,16303.0,10468.0,5835.0,991.0,991.0,9169.0,4114.0,5055.0,364.4,148921.0,40715.0,94631.0,2686.0,7799.0,3090.0,0.091155713,347675.0,314820.0,32855.0,12735.0,13957.0,5391.0,772.0,0.982273675,359524.0,166047.0,128657.0,47271.0,13718.0,3831.0,0.951188238,148918.0,61236.0,50942.0,32738.0,3545.0,457.0,0.753287044,289186.0,57682.0,34404.0,44428.0,18199.0,48272.0,77281.0,8920.0,0.800536679,North Northamptonshire,"260,000",North Northamptonshire,Unitary Authority,"363,408","317,959"
E06000062,172643.0,46474.0,19511.0,26963.0,113940.0,15948.0,57154.0,19721.0,27652.0,9781.0,21857.0,11652.0,8876.0,1329.0,17572.0,11313.0,6259.0,1409.0,1409.0,12229.0,5272.0,6957.0,309.1,172640.0,46474.0,107398.0,3586.0,10421.0,4761.0,0.10871177,411716.0,366766.0,44950.0,17494.0,18528.0,7783.0,1145.0,0.978315149,425725.0,209457.0,149226.0,49482.0,13891.0,3669.0,0.958752716,172640.0,70398.0,55985.0,39641.0,5656.0,960.0,0.732060936,343500.0,59804.0,37390.0,49213.0,19758.0,58081.0,109086.0,10168.0,0.825898108,West Northamptonshire,"295,000",West Northamptonshire,Unitary Authority,"429,013","376,008"
E06000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cumberland,"165,000",Cumberland,Unitary Authority,"275,390","274,546"
E06000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Westmorland and Furness,"240,000",Westmorland and Furness,Unitary Authority,"227,643","225,271"
E06000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Yorkshire,"267,000",North Yorkshire,Unitary Authority,"623,501","601,206"
E06000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somerset,"285,000",Somerset,Unitary Authority,"576,852","531,581"
E07000008,52472.0,16659.0,5258.0,11401.0,28935.0,2998.0,14651.0,4952.0,7813.0,1886.0,6513.0,4668.0,1656.0,189.0,4247.0,2649.0,1598.0,526.0,526.0,6878.0,1285.0,5593.0,3579.2,52473.0,16660.0,23671.0,1269.0,6438.0,4435.0,0.231395194,141884.0,113476.0,28408.0,18120.0,7777.0,2177.0,334.0,0.982302444,145675.0,80195.0,46807.0,13957.0,3715.0,1001.0,0.967626566,52472.0,15772.0,15841.0,18508.0,1733.0,618.0,0.6024737,124765.0,11957.0,5989.0,8592.0,3236.0,22686.0,69666.0,2639.0,0.904163828,Cambridge,"475,000",Cambridge,Non-metropolitan District,"146,995","122,725"
E07000009,37200.0,10290.0,4760.0,5530.0,25263.0,4280.0,13255.0,4741.0,6439.0,2075.0,4488.0,2606.0,1624.0,258.0,3094.0,1970.0,1124.0,146.0,146.0,1647.0,601.0,1046.0,134.8,37203.0,10291.0,23313.0,511.0,2550.0,538.0,0.09673951,85172.0,80970.0,4202.0,2025.0,1449.0,643.0,85.0,0.99145259,87762.0,42423.0,30830.0,10879.0,2859.0,771.0,0.958638135,37203.0,16694.0,12698.0,7145.0,605.0,61.0,0.790043814,71429.0,11824.0,6993.0,9636.0,4385.0,11736.0,25007.0,1848.0,0.834464993,East Cambridgeshire,"340,000",East Cambridgeshire,Non-metropolitan District,"89,394","84,245"
E07000010,44083.0,12787.0,6360.0,6427.0,28550.0,5215.0,12693.0,5503.0,4820.0,2370.0,5942.0,2967.0,2571.0,404.0,4446.0,2850.0,1596.0,254.0,254.0,2746.0,1236.0,1510.0,187.5,44083.0,12787.0,28214.0,571.0,1761.0,750.0,0.069913572,99428.0,90632.0,8796.0,2635.0,3681.0,2146.0,334.0,0.975057328,102462.0,41264.0,38407.0,16256.0,5064.0,1471.0,0.936220257,44083.0,16371.0,16056.0,10358.0,1165.0,133.0,0.735589683,84832.0,21889.0,10947.0,13346.0,5732.0,13842.0,16152.0,2924.0,0.741972369,Fenland,"236,000",Fenland,Non-metropolitan District,"103,035","95,461"
E07000011,76880.0,21565.0,9557.0,12008.0,51734.0,8606.0,26421.0,9958.0,12125.0,4338.0,9457.0,5305.0,3650.0,502.0,6876.0,4229.0,2647.0,374.0,374.0,3581.0,1359.0,2222.0,199.6,76879.0,21564.0,48291.0,984.0,4894.0,1146.0,0.091364352,175176.0,165858.0,9318.0,4352.0,3434.0,1330.0,202.0,0.99125451,180833.0,86577.0,64569.0,22026.0,6085.0,1576.0,0.957634945,76881.0,36398.0,23961.0,15090.0,1291.0,141.0,0.785096448,148261.0,23194.0,15790.0,21608.0,8222.0,26020.0,49593.0,3834.0,0.843559668,Huntingdonshire,"326,000",Huntingdonshire,Non-metropolitan District,"184,052","170,039"
E07000012,66996.0,17574.0,8211.0,9363.0,46261.0,7625.0,25641.0,8328.0,13541.0,3772.0,7254.0,4214.0,2645.0,395.0,5464.0,3402.0,2062.0,277.0,277.0,3161.0,1026.0,2135.0,179.8,66993.0,17574.0,41073.0,1014.0,6006.0,1326.0,0.12458018,157074.0,146396.0,10678.0,6928.0,2796.0,801.0,153.0,0.99392643,162116.0,84637.0,54501.0,17419.0,4313.0,1246.0,0.965709739,66995.0,32580.0,21122.0,12325.0,883.0,85.0,0.801582208,130362.0,15409.0,10095.0,15214.0,6049.0,18451.0,62375.0,2769.0,0.881798377,South Cambridgeshire,"426,722",South Cambridgeshire,Non-metropolitan District,"165,633","149,842"
E07000026,43969.0,14674.0,6886.0,7788.0,27982.0,5397.0,13330.0,5684.0,4991.0,2655.0,4835.0,2477.0,2047.0,311.0,4258.0,2705.0,1553.0,162.0,162.0,1313.0,571.0,742.0,77.4,43971.0,14672.0,28070.0,153.0,893.0,183.0,0.02795024,93657.0,92585.0,1072.0,525.0,372.0,136.0,39.0,0.99813148,96154.0,43162.0,32866.0,14357.0,4498.0,1271.0,0.940002496,43973.0,19871.0,16620.0,7014.0,425.0,43.0,0.829850135,80513.0,16609.0,7969.0,11162.0,6020.0,13887.0,22855.0,2011.0,0.793710332,,,,,,
E07000027,31259.0,11308.0,4687.0,6621.0,19003.0,3089.0,8490.0,3428.0,3300.0,1762.0,3809.0,1775.0,1801.0,233.0,3485.0,2177.0,1308.0,130.0,130.0,948.0,412.0,536.0,865.3,31259.0,11308.0,19130.0,121.0,552.0,148.0,0.026264436,65365.0,64323.0,1042.0,465.0,354.0,182.0,41.0,0.996588388,67407.0,29262.0,23259.0,10057.0,3792.0,1037.0,0.928360556,31259.0,11057.0,12630.0,6997.0,529.0,46.0,0.757765763,55834.0,10307.0,5527.0,7380.0,6075.0,11450.0,13821.0,1274.0,0.815399219,,,,,,
E07000028,50663.0,17780.0,7388.0,10392.0,31099.0,5177.0,14647.0,6095.0,5870.0,2682.0,6049.0,3246.0,2492.0,311.0,5008.0,3228.0,1780.0,218.0,218.0,1784.0,634.0,1150.0,106.0,50663.0,17780.0,30900.0,304.0,1294.0,385.0,0.03914099,106859.0,103048.0,3811.0,1561.0,1448.0,702.0,100.0,0.992494783,110024.0,50139.0,38022.0,15476.0,4971.0,1416.0,0.941949029,50663.0,20297.0,19710.0,9945.0,635.0,76.0,0.789668989,91343.0,18141.0,9640.0,13322.0,6464.0,16000.0,25472.0,2304.0,0.801396932,,,,,,
